,pkts,bytes,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,_peer_ip
223,2,228,0,2.3365020751953125e-05,2.3365020751953125e-05,0.0,2.3365020751953125e-05,2.3365020751953125e-05,2.3365020751953125e-05,1,1,174,54,85598.04081632652,42799.02040816326,42799.02040816326,33.241.79.109
224,2,228,0,5.245208740234375e-05,5.245208740234375e-05,0.0,5.245208740234375e-05,5.245208740234375e-05,5.245208740234375e-05,1,1,174,54,38130.03636363636,19065.01818181818,19065.01818181818,106.72.100.62
225,2,228,0,5.936622619628906e-05,5.936622619628906e-05,0.0,5.936622619628906e-05,5.936622619628906e-05,5.936622619628906e-05,1,1,174,54,33689.18875502008,16844.59437751004,16844.59437751004,61.182.62.3
226,2,228,0,6.651878356933594e-05,6.651878356933594e-05,0.0,6.651878356933594e-05,6.651878356933594e-05,6.651878356933594e-05,1,1,174,54,30066.695340501792,15033.347670250896,15033.347670250896,244.246.47.46
227,2,228,0,7.343292236328125e-05,7.343292236328125e-05,0.0,7.343292236328125e-05,7.343292236328125e-05,7.343292236328125e-05,1,1,174,54,27235.74025974026,13617.87012987013,13617.87012987013,24.98.221.192
228,2,228,0,1.3828277587890625e-05,1.3828277587890625e-05,0.0,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,1,1,174,54,144631.1724137931,72315.58620689655,72315.58620689655,182.27.48.21
229,2,228,0,1.71661376953125e-05,1.71661376953125e-05,0.0,1.71661376953125e-05,1.71661376953125e-05,1.71661376953125e-05,1,1,174,54,116508.44444444444,58254.22222222222,58254.22222222222,52.46.47.15
230,2,228,0,2.0742416381835938e-05,2.0742416381835938e-05,0.0,2.0742416381835938e-05,2.0742416381835938e-05,2.0742416381835938e-05,1,1,174,54,96420.7816091954,48210.3908045977,48210.3908045977,246.64.103.181
231,2,228,0,2.3365020751953125e-05,2.3365020751953125e-05,0.0,2.3365020751953125e-05,2.3365020751953125e-05,2.3365020751953125e-05,1,1,174,54,85598.04081632652,42799.02040816326,42799.02040816326,58.199.46.59
232,2,228,0,2.5987625122070312e-05,2.5987625122070312e-05,0.0,2.5987625122070312e-05,2.5987625122070312e-05,2.5987625122070312e-05,1,1,174,54,76959.70642201835,38479.85321100918,38479.85321100918,2.209.111.111
233,2,228,0,3.8623809814453125e-05,3.8623809814453125e-05,0.0,3.8623809814453125e-05,3.8623809814453125e-05,3.8623809814453125e-05,1,1,174,54,51781.53086419753,25890.765432098764,25890.765432098764,219.254.110.115
234,2,228,0,3.0994415283203125e-05,3.0994415283203125e-05,0.0,3.0994415283203125e-05,3.0994415283203125e-05,3.0994415283203125e-05,1,1,174,54,64527.75384615385,32263.876923076925,32263.876923076925,191.79.46.203
235,2,228,0,3.409385681152344e-05,3.409385681152344e-05,0.0,3.409385681152344e-05,3.409385681152344e-05,3.409385681152344e-05,1,1,174,54,58661.594405594406,29330.797202797203,29330.797202797203,210.2.224.96
236,2,228,0,5.245208740234375e-06,5.245208740234375e-06,0.0,5.245208740234375e-06,5.245208740234375e-06,5.245208740234375e-06,1,1,174,54,381300.36363636365,190650.18181818182,190650.18181818182,47.169.175.10
237,2,228,0,8.344650268554688e-06,8.344650268554688e-06,0.0,8.344650268554688e-06,8.344650268554688e-06,8.344650268554688e-06,1,1,174,54,239674.51428571428,119837.25714285714,119837.25714285714,192.3.156.48
238,2,228,0,1.2636184692382812e-05,1.2636184692382812e-05,0.0,1.2636184692382812e-05,1.2636184692382812e-05,1.2636184692382812e-05,1,1,174,54,158275.62264150943,79137.81132075471,79137.81132075471,3.72.163.219
239,2,228,0,1.5497207641601562e-05,1.5497207641601562e-05,0.0,1.5497207641601562e-05,1.5497207641601562e-05,1.5497207641601562e-05,1,1,174,54,129055.5076923077,64527.75384615385,64527.75384615385,64.240.196.224
240,2,228,0,1.3828277587890625e-05,1.3828277587890625e-05,0.0,1.3828277587890625e-05,1.3828277587890625e-05,1.3828277587890625e-05,1,1,174,54,144631.1724137931,72315.58620689655,72315.58620689655,52.229.117.5
241,2,228,0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,1,1,174,54,118149.40845070423,59074.704225352114,59074.704225352114,62.6.181.184
242,2,228,0,1.9788742065429688e-05,1.9788742065429688e-05,0.0,1.9788742065429688e-05,1.9788742065429688e-05,1.9788742065429688e-05,1,1,174,54,101067.56626506025,50533.78313253012,50533.78313253012,223.48.187.107
243,2,228,0,1.2636184692382812e-05,1.2636184692382812e-05,0.0,1.2636184692382812e-05,1.2636184692382812e-05,1.2636184692382812e-05,1,1,174,54,158275.62264150943,79137.81132075471,79137.81132075471,46.156.34.148
244,2,228,0,2.8371810913085938e-05,2.8371810913085938e-05,0.0,2.8371810913085938e-05,2.8371810913085938e-05,2.8371810913085938e-05,1,1,174,54,70492.50420168067,35246.252100840335,35246.252100840335,111.52.169.193
245,2,228,0,4.482269287109375e-05,4.482269287109375e-05,0.0,4.482269287109375e-05,4.482269287109375e-05,4.482269287109375e-05,1,1,174,54,44620.255319148935,22310.127659574468,22310.127659574468,177.219.191.81
246,2,228,0,5.245208740234375e-05,5.245208740234375e-05,0.0,5.245208740234375e-05,5.245208740234375e-05,5.245208740234375e-05,1,1,174,54,38130.03636363636,19065.01818181818,19065.01818181818,241.157.253.221
247,2,228,0,5.9604644775390625e-05,5.9604644775390625e-05,0.0,5.9604644775390625e-05,5.9604644775390625e-05,5.9604644775390625e-05,1,1,174,54,33554.432,16777.216,16777.216,25.220.238.196
248,2,228,0,6.67572021484375e-05,6.67572021484375e-05,0.0,6.67572021484375e-05,6.67572021484375e-05,6.67572021484375e-05,1,1,174,54,29959.314285714285,14979.657142857142,14979.657142857142,27.157.77.209
249,2,228,0,7.390975952148438e-05,7.390975952148438e-05,0.0,7.390975952148438e-05,7.390975952148438e-05,7.390975952148438e-05,1,1,174,54,27060.025806451613,13530.012903225806,13530.012903225806,2.44.96.205
250,2,228,0,4.0531158447265625e-06,4.0531158447265625e-06,0.0,4.0531158447265625e-06,4.0531158447265625e-06,4.0531158447265625e-06,1,1,174,54,493447.5294117647,246723.76470588235,246723.76470588235,219.222.3.210
251,2,228,0,1.239776611328125e-05,1.239776611328125e-05,0.0,1.239776611328125e-05,1.239776611328125e-05,1.239776611328125e-05,1,1,174,54,161319.38461538462,80659.69230769231,80659.69230769231,205.81.199.191
252,2,228,0,1.5497207641601562e-05,1.5497207641601562e-05,0.0,1.5497207641601562e-05,1.5497207641601562e-05,1.5497207641601562e-05,1,1,174,54,129055.5076923077,64527.75384615385,64527.75384615385,191.186.61.62
253,2,228,0,1.8596649169921875e-05,1.8596649169921875e-05,0.0,1.8596649169921875e-05,1.8596649169921875e-05,1.8596649169921875e-05,1,1,174,54,107546.2564102564,53773.1282051282,53773.1282051282,61.196.64.157
254,2,228,0,2.1457672119140625e-05,2.1457672119140625e-05,0.0,2.1457672119140625e-05,2.1457672119140625e-05,2.1457672119140625e-05,1,1,174,54,93206.75555555556,46603.37777777778,46603.37777777778,199.111.105.219
255,2,228,0,4.601478576660156e-05,4.601478576660156e-05,0.0,4.601478576660156e-05,4.601478576660156e-05,4.601478576660156e-05,1,1,174,54,43464.290155440416,21732.145077720208,21732.145077720208,1.122.186.77
256,2,228,0,2.7418136596679688e-05,2.7418136596679688e-05,0.0,2.7418136596679688e-05,2.7418136596679688e-05,2.7418136596679688e-05,1,1,174,54,72944.41739130435,36472.208695652174,36472.208695652174,118.111.203.27
257,2,228,0,2.574920654296875e-05,2.574920654296875e-05,0.0,2.574920654296875e-05,2.574920654296875e-05,2.574920654296875e-05,1,1,174,54,77672.29629629629,38836.148148148146,38836.148148148146,203.61.118.213
258,2,228,0,3.24249267578125e-05,3.24249267578125e-05,0.0,3.24249267578125e-05,3.24249267578125e-05,3.24249267578125e-05,1,1,174,54,61680.94117647059,30840.470588235294,30840.470588235294,65.230.192.177
259,2,228,0,3.910064697265625e-05,3.910064697265625e-05,0.0,3.910064697265625e-05,3.910064697265625e-05,3.910064697265625e-05,1,1,174,54,51150.04878048781,25575.024390243903,25575.024390243903,25.4.135.33
260,2,228,0,4.506111145019531e-05,4.506111145019531e-05,0.0,4.506111145019531e-05,4.506111145019531e-05,4.506111145019531e-05,1,1,174,54,44384.16931216931,22192.084656084655,22192.084656084655,103.38.252.156
261,2,228,0,6.0558319091796875e-05,6.0558319091796875e-05,0.0,6.0558319091796875e-05,6.0558319091796875e-05,6.0558319091796875e-05,1,1,174,54,33026.015748031496,16513.007874015748,16513.007874015748,16.16.238.253
262,2,228,0,6.747245788574219e-05,6.747245788574219e-05,0.0,6.747245788574219e-05,6.747245788574219e-05,6.747245788574219e-05,1,1,174,54,29641.72438162544,14820.86219081272,14820.86219081272,158.21.252.244
263,2,228,0,2.5987625122070312e-05,2.5987625122070312e-05,0.0,2.5987625122070312e-05,2.5987625122070312e-05,2.5987625122070312e-05,1,1,174,54,76959.70642201835,38479.85321100918,38479.85321100918,33.111.192.21
264,2,228,0,3.314018249511719e-05,3.314018249511719e-05,0.0,3.314018249511719e-05,3.314018249511719e-05,3.314018249511719e-05,1,1,174,54,60349.69784172662,30174.84892086331,30174.84892086331,110.115.58.201
265,2,228,0,3.933906555175781e-05,3.933906555175781e-05,0.0,3.933906555175781e-05,3.933906555175781e-05,3.933906555175781e-05,1,1,174,54,50840.048484848485,25420.024242424242,25420.024242424242,63.27.4.219
266,2,228,0,2.4318695068359375e-05,2.4318695068359375e-05,0.0,2.4318695068359375e-05,2.4318695068359375e-05,2.4318695068359375e-05,1,1,174,54,82241.25490196078,41120.62745098039,41120.62745098039,64.115.177.191
267,2,228,0,3.9577484130859375e-05,3.9577484130859375e-05,0.0,3.9577484130859375e-05,3.9577484130859375e-05,3.9577484130859375e-05,1,1,174,54,50533.78313253012,25266.89156626506,25266.89156626506,58.211.245.126
268,2,228,0,4.553794860839844e-05,4.553794860839844e-05,0.0,4.553794860839844e-05,4.553794860839844e-05,4.553794860839844e-05,1,1,174,54,43919.41361256545,21959.706806282724,21959.706806282724,61.64.221.107
269,2,228,0,5.1975250244140625e-05,5.1975250244140625e-05,0.0,5.1975250244140625e-05,5.1975250244140625e-05,5.1975250244140625e-05,1,1,174,54,38479.85321100918,19239.92660550459,19239.92660550459,193.133.191.177
270,2,228,0,5.91278076171875e-05,5.91278076171875e-05,0.0,5.91278076171875e-05,5.91278076171875e-05,5.91278076171875e-05,1,1,174,54,33825.032258064515,16912.516129032258,16912.516129032258,123.157.227.110
271,2,228,0,6.628036499023438e-05,6.628036499023438e-05,0.0,6.628036499023438e-05,6.628036499023438e-05,6.628036499023438e-05,1,1,174,54,30174.84892086331,15087.424460431655,15087.424460431655,96.135.137.148
272,2,228,0,7.462501525878906e-05,7.462501525878906e-05,0.0,7.462501525878906e-05,7.462501525878906e-05,7.462501525878906e-05,1,1,174,54,26800.664536741213,13400.332268370606,13400.332268370606,61.85.25.224
273,2,228,0,2.6226043701171875e-05,2.6226043701171875e-05,0.0,2.6226043701171875e-05,2.6226043701171875e-05,2.6226043701171875e-05,1,1,174,54,76260.07272727272,38130.03636363636,38130.03636363636,74.117.193.111
274,2,228,0,3.24249267578125e-05,3.24249267578125e-05,0.0,3.24249267578125e-05,3.24249267578125e-05,3.24249267578125e-05,1,1,174,54,61680.94117647059,30840.470588235294,30840.470588235294,216.201.191.244
275,2,228,0,3.886222839355469e-05,3.886222839355469e-05,0.0,3.886222839355469e-05,3.886222839355469e-05,3.886222839355469e-05,1,1,174,54,51463.8527607362,25731.9263803681,25731.9263803681,191.118.191.10
276,2,228,0,1.7404556274414062e-05,1.7404556274414062e-05,0.0,1.7404556274414062e-05,1.7404556274414062e-05,1.7404556274414062e-05,1,1,174,54,114912.43835616438,57456.21917808219,57456.21917808219,34.10.110.173
277,2,228,0,5.14984130859375e-05,5.14984130859375e-05,0.0,5.14984130859375e-05,5.14984130859375e-05,5.14984130859375e-05,1,1,174,54,38836.148148148146,19418.074074074073,19418.074074074073,76.2.115.24
278,2,228,0,5.936622619628906e-05,5.936622619628906e-05,0.0,5.936622619628906e-05,5.936622619628906e-05,5.936622619628906e-05,1,1,174,54,33689.18875502008,16844.59437751004,16844.59437751004,105.66.44.203
279,2,228,0,2.6941299438476562e-05,2.6941299438476562e-05,0.0,2.6941299438476562e-05,2.6941299438476562e-05,2.6941299438476562e-05,1,1,174,54,74235.46902654867,37117.734513274336,37117.734513274336,253.237.173.58
280,2,228,0,3.314018249511719e-05,3.314018249511719e-05,0.0,3.314018249511719e-05,3.314018249511719e-05,3.314018249511719e-05,1,1,174,54,60349.69784172662,30174.84892086331,30174.84892086331,104.24.154.144
281,2,228,0,3.933906555175781e-05,3.933906555175781e-05,0.0,3.933906555175781e-05,3.933906555175781e-05,3.933906555175781e-05,1,1,174,54,50840.048484848485,25420.024242424242,25420.024242424242,145.115.244.34
282,2,228,0,4.506111145019531e-05,4.506111145019531e-05,0.0,4.506111145019531e-05,4.506111145019531e-05,4.506111145019531e-05,1,1,174,54,44384.16931216931,22192.084656084655,22192.084656084655,4.244.17.199
283,2,228,0,5.14984130859375e-05,5.14984130859375e-05,0.0,5.14984130859375e-05,5.14984130859375e-05,5.14984130859375e-05,1,1,174,54,38836.148148148146,19418.074074074073,19418.074074074073,33.205.38.78
284,2,228,0,5.888938903808594e-05,5.888938903808594e-05,0.0,5.888938903808594e-05,5.888938903808594e-05,5.888938903808594e-05,1,1,174,54,33961.975708502025,16980.987854251012,16980.987854251012,193.198.219.77
285,2,228,0,6.580352783203125e-05,6.580352783203125e-05,0.0,6.580352783203125e-05,6.580352783203125e-05,6.580352783203125e-05,1,1,174,54,30393.507246376812,15196.753623188406,15196.753623188406,126.62.100.4
286,2,228,0,2.5510787963867188e-05,2.5510787963867188e-05,0.0,2.5510787963867188e-05,2.5510787963867188e-05,2.5510787963867188e-05,1,1,174,54,78398.20560747663,39199.102803738315,39199.102803738315,36.169.148.66
287,2,228,0,4.4345855712890625e-05,4.4345855712890625e-05,0.0,4.4345855712890625e-05,4.4345855712890625e-05,4.4345855712890625e-05,1,1,174,54,45100.04301075269,22550.021505376346,22550.021505376346,213.163.3.246
288,2,228,0,2.1457672119140625e-05,2.1457672119140625e-05,0.0,2.1457672119140625e-05,2.1457672119140625e-05,2.1457672119140625e-05,1,1,174,54,93206.75555555556,46603.37777777778,46603.37777777778,196.77.46.191
289,2,228,0,2.4557113647460938e-05,2.4557113647460938e-05,0.0,2.4557113647460938e-05,2.4557113647460938e-05,2.4557113647460938e-05,1,1,174,54,81442.79611650485,40721.398058252424,40721.398058252424,103.166.142.111
290,2,228,0,2.6702880859375e-05,2.6702880859375e-05,0.0,2.6702880859375e-05,2.6702880859375e-05,2.6702880859375e-05,1,1,174,54,74898.28571428571,37449.142857142855,37449.142857142855,79.225.210.233
291,2,228,0,2.9802322387695312e-05,2.9802322387695312e-05,0.0,2.9802322387695312e-05,2.9802322387695312e-05,2.9802322387695312e-05,1,1,174,54,67108.864,33554.432,33554.432,98.191.1.96
292,2,228,0,3.337860107421875e-05,3.337860107421875e-05,0.0,3.337860107421875e-05,3.337860107421875e-05,3.337860107421875e-05,1,1,174,54,59918.62857142857,29959.314285714285,29959.314285714285,171.77.246.146
293,2,228,0,1.3589859008789062e-05,1.3589859008789062e-05,0.0,1.3589859008789062e-05,1.3589859008789062e-05,1.3589859008789062e-05,1,1,174,54,147168.56140350876,73584.28070175438,73584.28070175438,253.148.94.205
294,2,228,0,1.6927719116210938e-05,1.6927719116210938e-05,0.0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,1,1,174,54,118149.40845070423,59074.704225352114,59074.704225352114,58.146.154.193
295,2,228,0,1.9550323486328125e-05,1.9550323486328125e-05,0.0,1.9550323486328125e-05,1.9550323486328125e-05,1.9550323486328125e-05,1,1,174,54,102300.09756097561,51150.04878048781,51150.04878048781,110.134.240.169
296,2,228,0,2.288818359375e-05,2.288818359375e-05,0.0,2.288818359375e-05,2.288818359375e-05,2.288818359375e-05,1,1,174,54,87381.33333333333,43690.666666666664,43690.666666666664,171.65.246.196
297,2,228,0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1,1,174,54,133152.50793650793,66576.25396825396,66576.25396825396,222.94.22.47
298,2,228,0,3.2901763916015625e-05,3.2901763916015625e-05,0.0,3.2901763916015625e-05,3.2901763916015625e-05,3.2901763916015625e-05,1,1,174,54,60787.014492753624,30393.507246376812,30393.507246376812,142.39.86.196
299,2,228,0,3.218650817871094e-05,3.218650817871094e-05,0.0,3.218650817871094e-05,3.218650817871094e-05,3.218650817871094e-05,1,1,174,54,62137.83703703704,31068.91851851852,31068.91851851852,46.181.18.250
300,2,228,0,3.7670135498046875e-05,3.7670135498046875e-05,0.0,3.7670135498046875e-05,3.7670135498046875e-05,3.7670135498046875e-05,1,1,174,54,53092.45569620253,26546.227848101265,26546.227848101265,199.193.81.227
301,2,228,0,4.291534423828125e-05,4.291534423828125e-05,0.0,4.291534423828125e-05,4.291534423828125e-05,4.291534423828125e-05,1,1,174,54,46603.37777777778,23301.68888888889,23301.68888888889,25.169.57.188
302,2,228,0,4.887580871582031e-05,4.887580871582031e-05,0.0,4.887580871582031e-05,4.887580871582031e-05,4.887580871582031e-05,1,1,174,54,40920.039024390244,20460.019512195122,20460.019512195122,244.169.52.250
303,2,228,0,5.435943603515625e-05,5.435943603515625e-05,0.0,5.435943603515625e-05,5.435943603515625e-05,5.435943603515625e-05,1,1,174,54,36792.14035087719,18396.070175438595,18396.070175438595,118.186.110.25
304,2,228,0,6.151199340820312e-05,6.151199340820312e-05,0.0,6.151199340820312e-05,6.151199340820312e-05,6.151199340820312e-05,1,1,174,54,32513.98449612403,16256.992248062015,16256.992248062015,2.191.255.117
305,2,228,0,2.384185791015625e-05,2.384185791015625e-05,0.0,2.384185791015625e-05,2.384185791015625e-05,2.384185791015625e-05,1,1,174,54,83886.08,41943.04,41943.04,137.157.111.210
306,2,228,0,2.956390380859375e-05,2.956390380859375e-05,0.0,2.956390380859375e-05,2.956390380859375e-05,2.956390380859375e-05,1,1,174,54,67650.06451612903,33825.032258064515,33825.032258064515,187.1.47.94
307,2,228,0,3.528594970703125e-05,3.528594970703125e-05,0.0,3.528594970703125e-05,3.528594970703125e-05,3.528594970703125e-05,1,1,174,54,56679.78378378379,28339.891891891893,28339.891891891893,1.72.79.63
308,2,228,0,2.6702880859375e-05,2.6702880859375e-05,0.0,2.6702880859375e-05,2.6702880859375e-05,2.6702880859375e-05,1,1,174,54,74898.28571428571,37449.142857142855,37449.142857142855,223.61.219.191
309,2,228,0,2.5510787963867188e-05,2.5510787963867188e-05,0.0,2.5510787963867188e-05,2.5510787963867188e-05,2.5510787963867188e-05,1,1,174,54,78398.20560747663,39199.102803738315,39199.102803738315,33.244.18.76
310,2,228,0,1.8596649169921875e-05,1.8596649169921875e-05,0.0,1.8596649169921875e-05,1.8596649169921875e-05,1.8596649169921875e-05,1,1,174,54,107546.2564102564,53773.1282051282,53773.1282051282,209.15.25.134
311,2,228,0,2.1219253540039062e-05,2.1219253540039062e-05,0.0,2.1219253540039062e-05,2.1219253540039062e-05,2.1219253540039062e-05,1,1,174,54,94254.02247191011,47127.011235955055,47127.011235955055,220.4.144.24
312,2,228,0,2.384185791015625e-05,2.384185791015625e-05,0.0,2.384185791015625e-05,2.384185791015625e-05,2.384185791015625e-05,1,1,174,54,83886.08,41943.04,41943.04,157.104.2.59
313,2,228,0,4.76837158203125e-06,4.76837158203125e-06,0.0,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,1,1,174,54,419430.4,209715.2,209715.2,3.219.65.115
314,2,228,0,2.8133392333984375e-05,2.8133392333984375e-05,0.0,2.8133392333984375e-05,2.8133392333984375e-05,2.8133392333984375e-05,1,1,174,54,71089.89830508475,35544.94915254237,35544.94915254237,133.186.62.65
315,2,228,0,3.5762786865234375e-05,3.5762786865234375e-05,0.0,3.5762786865234375e-05,3.5762786865234375e-05,3.5762786865234375e-05,1,1,174,54,55924.05333333334,27962.02666666667,27962.02666666667,254.21.6.47
316,2,228,0,4.458427429199219e-05,4.458427429199219e-05,0.0,4.458427429199219e-05,4.458427429199219e-05,4.458427429199219e-05,1,1,174,54,44858.866310160425,22429.433155080213,22429.433155080213,47.203.110.38
317,2,228,0,5.1021575927734375e-05,5.1021575927734375e-05,0.0,5.1021575927734375e-05,5.1021575927734375e-05,5.1021575927734375e-05,1,1,174,54,39199.102803738315,19599.551401869157,19599.551401869157,34.109.191.17
318,2,228,0,5.888938903808594e-05,5.888938903808594e-05,0.0,5.888938903808594e-05,5.888938903808594e-05,5.888938903808594e-05,1,1,174,54,33961.975708502025,16980.987854251012,16980.987854251012,177.94.10.62
319,2,228,0,3.218650817871094e-05,3.218650817871094e-05,0.0,3.218650817871094e-05,3.218650817871094e-05,3.218650817871094e-05,1,1,174,54,62137.83703703704,31068.91851851852,31068.91851851852,118.253.1.193
320,2,228,0,7.271766662597656e-05,7.271766662597656e-05,0.0,7.271766662597656e-05,7.271766662597656e-05,7.271766662597656e-05,1,1,174,54,27503.632786885246,13751.816393442623,13751.816393442623,18.241.5.240
321,2,228,0,1.2159347534179688e-05,1.2159347534179688e-05,0.0,1.2159347534179688e-05,1.2159347534179688e-05,1.2159347534179688e-05,1,1,174,54,164482.50980392157,82241.25490196078,82241.25490196078,163.134.226.123
322,2,228,0,1.52587890625e-05,1.52587890625e-05,0.0,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,1,1,174,54,131072.0,65536.0,65536.0,171.186.242.171
323,2,228,0,1.7404556274414062e-05,1.7404556274414062e-05,0.0,1.7404556274414062e-05,1.7404556274414062e-05,1.7404556274414062e-05,1,1,174,54,114912.43835616438,57456.21917808219,57456.21917808219,128.118.34.241
324,2,228,0,2.0742416381835938e-05,2.0742416381835938e-05,0.0,2.0742416381835938e-05,2.0742416381835938e-05,2.0742416381835938e-05,1,1,174,54,96420.7816091954,48210.3908045977,48210.3908045977,157.16.191.244
325,2,228,0,2.3365020751953125e-05,2.3365020751953125e-05,0.0,2.3365020751953125e-05,2.3365020751953125e-05,2.3365020751953125e-05,1,1,174,54,85598.04081632652,42799.02040816326,42799.02040816326,142.22.253.3
326,2,228,0,1.621246337890625e-05,1.621246337890625e-05,0.0,1.621246337890625e-05,1.621246337890625e-05,1.621246337890625e-05,1,1,174,54,123361.88235294117,61680.94117647059,61680.94117647059,65.27.177.111
327,2,228,0,2.09808349609375e-05,2.09808349609375e-05,0.0,2.09808349609375e-05,2.09808349609375e-05,2.09808349609375e-05,1,1,174,54,95325.09090909091,47662.545454545456,47662.545454545456,10.171.21.126
328,2,228,0,2.384185791015625e-05,2.384185791015625e-05,0.0,2.384185791015625e-05,2.384185791015625e-05,2.384185791015625e-05,1,1,174,54,83886.08,41943.04,41943.04,194.238.107.213
329,2,228,0,2.6941299438476562e-05,2.6941299438476562e-05,0.0,2.6941299438476562e-05,2.6941299438476562e-05,2.6941299438476562e-05,1,1,174,54,74235.46902654867,37117.734513274336,37117.734513274336,182.156.165.118
330,2,228,0,6.651878356933594e-05,6.651878356933594e-05,0.0,6.651878356933594e-05,6.651878356933594e-05,6.651878356933594e-05,1,1,174,54,30066.695340501792,15033.347670250896,15033.347670250896,72.85.74.79
331,2,228,0,3.981590270996094e-05,3.981590270996094e-05,0.0,3.981590270996094e-05,3.981590270996094e-05,3.981590270996094e-05,1,1,174,54,50231.18562874252,25115.59281437126,25115.59281437126,203.126.96.253
332,2,228,0,4.696846008300781e-05,4.696846008300781e-05,0.0,4.696846008300781e-05,4.696846008300781e-05,4.696846008300781e-05,1,1,174,54,42581.766497461926,21290.883248730963,21290.883248730963,24.128.36.117
333,2,228,0,5.412101745605469e-05,5.412101745605469e-05,0.0,5.412101745605469e-05,5.412101745605469e-05,5.412101745605469e-05,1,1,174,54,36954.220264317184,18477.110132158592,18477.110132158592,142.105.191.169
334,2,228,0,6.127357482910156e-05,6.127357482910156e-05,0.0,6.127357482910156e-05,6.127357482910156e-05,6.127357482910156e-05,1,1,174,54,32640.49805447471,16320.249027237354,16320.249027237354,46.237.148.72
335,2,228,0,6.723403930664062e-05,6.723403930664062e-05,0.0,6.723403930664062e-05,6.723403930664062e-05,6.723403930664062e-05,1,1,174,54,29746.836879432623,14873.418439716312,14873.418439716312,191.123.137.36
336,2,228,0,7.510185241699219e-05,7.510185241699219e-05,0.0,7.510185241699219e-05,7.510185241699219e-05,7.510185241699219e-05,1,1,174,54,26630.501587301587,13315.250793650794,13315.250793650794,27.128.5.65
337,2,228,0,2.574920654296875e-05,2.574920654296875e-05,0.0,2.574920654296875e-05,2.574920654296875e-05,2.574920654296875e-05,1,1,174,54,77672.29629629629,38836.148148148146,38836.148148148146,46.219.199.82
338,2,228,0,3.218650817871094e-05,3.218650817871094e-05,0.0,3.218650817871094e-05,3.218650817871094e-05,3.218650817871094e-05,1,1,174,54,62137.83703703704,31068.91851851852,31068.91851851852,63.57.5.220
339,2,228,0,3.8623809814453125e-05,3.8623809814453125e-05,0.0,3.8623809814453125e-05,3.8623809814453125e-05,3.8623809814453125e-05,1,1,174,54,51781.53086419753,25890.765432098764,25890.765432098764,115.61.122.230
340,2,228,0,4.5299530029296875e-05,4.5299530029296875e-05,0.0,4.5299530029296875e-05,4.5299530029296875e-05,4.5299530029296875e-05,1,1,174,54,44150.56842105263,22075.284210526315,22075.284210526315,177.126.203.17
341,2,228,0,1.5020370483398438e-05,1.5020370483398438e-05,0.0,1.5020370483398438e-05,1.5020370483398438e-05,1.5020370483398438e-05,1,1,174,54,133152.50793650793,66576.25396825396,66576.25396825396,203.33.111.133
342,2,228,0,5.888938903808594e-05,5.888938903808594e-05,0.0,5.888938903808594e-05,5.888938903808594e-05,5.888938903808594e-05,1,1,174,54,33961.975708502025,16980.987854251012,16980.987854251012,111.65.36.134
343,2,228,0,6.580352783203125e-05,6.580352783203125e-05,0.0,6.580352783203125e-05,6.580352783203125e-05,6.580352783203125e-05,1,1,174,54,30393.507246376812,15196.753623188406,15196.753623188406,72.44.122.48
344,2,228,0,2.6464462280273438e-05,2.6464462280273438e-05,0.0,2.6464462280273438e-05,2.6464462280273438e-05,2.6464462280273438e-05,1,1,174,54,75573.04504504504,37786.52252252252,37786.52252252252,242.39.196.1
345,2,228,0,3.266334533691406e-05,3.266334533691406e-05,0.0,3.266334533691406e-05,3.266334533691406e-05,3.266334533691406e-05,1,1,174,54,61230.71532846715,30615.357664233576,30615.357664233576,137.48.191.252
346,2,228,0,3.910064697265625e-05,3.910064697265625e-05,0.0,3.910064697265625e-05,3.910064697265625e-05,3.910064697265625e-05,1,1,174,54,51150.04878048781,25575.024390243903,25575.024390243903,157.135.64.158
347,2,228,0,4.5299530029296875e-05,4.5299530029296875e-05,0.0,4.5299530029296875e-05,4.5299530029296875e-05,4.5299530029296875e-05,1,1,174,54,44150.56842105263,22075.284210526315,22075.284210526315,47.142.72.242
348,2,228,0,5.1975250244140625e-05,5.1975250244140625e-05,0.0,5.1975250244140625e-05,5.1975250244140625e-05,5.1975250244140625e-05,1,1,174,54,38479.85321100918,19239.92660550459,19239.92660550459,111.128.36.158
349,2,228,0,5.841255187988281e-05,5.841255187988281e-05,0.0,5.841255187988281e-05,5.841255187988281e-05,5.841255187988281e-05,1,1,174,54,34239.216326530615,17119.608163265308,17119.608163265308,3.224.191.66
350,2,228,0,6.604194641113281e-05,6.604194641113281e-05,0.0,6.604194641113281e-05,6.604194641113281e-05,6.604194641113281e-05,1,1,174,54,30283.783393501806,15141.891696750903,15141.891696750903,145.62.182.224
